pathway_id	pathway_description	pvalue	cancer_group	gene_parsed_by
path:hsa03040	0.4965034965034965	Spliceosome - Homo sapiens (human)	EPN	FOLH1
path:hsa03050	0.08391608391608392	Proteasome - Homo sapiens (human)	EPN	FOLH1
path:hsa03060	0.14485514485514486	Protein export - Homo sapiens (human)	EPN	FOLH1
path:hsa03320	0.052947052947052944	PPAR signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa03410	0.061938061938061936	Base excision repair - Homo sapiens (human)	EPN	FOLH1
path:hsa03420	0.06393606393606394	Nucleotide excision repair - Homo sapiens (human)	EPN	FOLH1
path:hsa03430	0.001998001998001998	Mismatch repair - Homo sapiens (human)	EPN	FOLH1
path:hsa03440	0.004995004995004995	Homologous recombination - Homo sapiens (human)	EPN	FOLH1
path:hsa03450	0.06293706293706294	Non-homologous end-joining - Homo sapiens (human)	EPN	FOLH1
path:hsa03460	0.04295704295704296	Fanconi anemia pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04010	0.06993006993006994	MAPK signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04012	0.03496503496503497	ErbB signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04014	0.0989010989010989	Ras signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04015	0.08491508491508491	Rap1 signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04020	0.08891108891108891	Calcium signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04022	0.061938061938061936	cGMP-PKG signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04024	0.012987012987012988	cAMP signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04060	0.1068931068931069	Cytokine-cytokine receptor interaction - Homo sapiens (human)	EPN	FOLH1
path:hsa04061	0.1108891108891109	Viral protein interaction with cytokine and cytokine receptor - Homo sapiens (human)	EPN	FOLH1
path:hsa04062	0.017982017982017984	Chemokine signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04064	0.016983016983016984	NF-kappa B signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04066	0.008991008991008992	HIF-1 signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04068	0.052947052947052944	FoxO signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04070	0.1028971028971029	Phosphatidylinositol signaling system - Homo sapiens (human)	EPN	FOLH1
path:hsa04071	0.03296703296703297	Sphingolipid signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04072	0.061938061938061936	Phospholipase D signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04080	0.06493506493506493	Neuroactive ligand-receptor interaction - Homo sapiens (human)	EPN	FOLH1
path:hsa04110	0.002997002997002997	Cell cycle - Homo sapiens (human)	EPN	FOLH1
path:hsa04114	0.22577422577422576	Oocyte meiosis - Homo sapiens (human)	EPN	FOLH1
path:hsa04115	0.3176823176823177	p53 signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04120	0.34465534465534464	Ubiquitin mediated proteolysis - Homo sapiens (human)	EPN	FOLH1
NA	NA	NA	EPN	FOLH1
path:hsa04130	0.016983016983016984	SNARE interactions in vesicular transport - Homo sapiens (human)	EPN	FOLH1
path:hsa04136	0.6063936063936064	Autophagy - other - Homo sapiens (human)	EPN	FOLH1
path:hsa04137	0.11188811188811189	Mitophagy - animal - Homo sapiens (human)	EPN	FOLH1
path:hsa04140	0.07492507492507493	Autophagy - animal - Homo sapiens (human)	EPN	FOLH1
path:hsa04141	0.18681318681318682	Protein processing in endoplasmic reticulum - Homo sapiens (human)	EPN	FOLH1
path:hsa04142	0.03596403596403597	Lysosome - Homo sapiens (human)	EPN	FOLH1
path:hsa04144	0.002997002997002997	Endocytosis - Homo sapiens (human)	EPN	FOLH1
path:hsa04145	0.017982017982017984	Phagosome - Homo sapiens (human)	EPN	FOLH1
path:hsa04146	0.25374625374625376	Peroxisome - Homo sapiens (human)	EPN	FOLH1
path:hsa04150	0.0999000999000999	mTOR signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04151	0.012987012987012988	PI3K-Akt signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04152	0.24175824175824176	AMPK signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04210	0.03796203796203796	Apoptosis - Homo sapiens (human)	EPN	FOLH1
path:hsa04211	0.15384615384615385	Longevity regulating pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04213	0.19480519480519481	Longevity regulating pathway - multiple species - Homo sapiens (human)	EPN	FOLH1
path:hsa04215	0.4945054945054945	Apoptosis - multiple species - Homo sapiens (human)	EPN	FOLH1
path:hsa04216	0.3356643356643357	Ferroptosis - Homo sapiens (human)	EPN	FOLH1
path:hsa04217	0.006993006993006993	Necroptosis - Homo sapiens (human)	EPN	FOLH1
path:hsa04218	0.017982017982017984	Cellular senescence - Homo sapiens (human)	EPN	FOLH1
path:hsa04260	0.1038961038961039	Cardiac muscle contraction - Homo sapiens (human)	EPN	FOLH1
path:hsa04261	0.06993006993006994	Adrenergic signaling in cardiomyocytes - Homo sapiens (human)	EPN	FOLH1
path:hsa04270	0.003996003996003996	Vascular smooth muscle contraction - Homo sapiens (human)	EPN	FOLH1
path:hsa04310	0.12487512487512488	Wnt signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04330	0.2837162837162837	Notch signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04340	0.5224775224775224	Hedgehog signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04350	0.023976023976023976	TGF-beta signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04360	0.025974025974025976	Axon guidance - Homo sapiens (human)	EPN	FOLH1
path:hsa04370	0.1068931068931069	VEGF signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04371	0.11988011988011989	Apelin signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04380	0.016983016983016984	Osteoclast differentiation - Homo sapiens (human)	EPN	FOLH1
path:hsa04390	0.05094905094905095	Hippo signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04392	0.00999000999000999	Hippo signaling pathway - multiple species - Homo sapiens (human)	EPN	FOLH1
path:hsa04510	0.001998001998001998	Focal adhesion - Homo sapiens (human)	EPN	FOLH1
path:hsa04512	0.26573426573426573	ECM-receptor interaction - Homo sapiens (human)	EPN	FOLH1
path:hsa04514	0.22077922077922077	Cell adhesion molecules - Homo sapiens (human)	EPN	FOLH1
path:hsa04520	0.04795204795204795	Adherens junction - Homo sapiens (human)	EPN	FOLH1
path:hsa04530	0.07092907092907093	Tight junction - Homo sapiens (human)	EPN	FOLH1
path:hsa04540	0.01998001998001998	Gap junction - Homo sapiens (human)	EPN	FOLH1
path:hsa04550	0.04795204795204795	Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)	EPN	FOLH1
path:hsa04610	0.2957042957042957	Complement and coagulation cascades - Homo sapiens (human)	EPN	FOLH1
path:hsa04611	0.004995004995004995	Platelet activation - Homo sapiens (human)	EPN	FOLH1
path:hsa04612	0.029970029970029972	Antigen processing and presentation - Homo sapiens (human)	EPN	FOLH1
path:hsa04613	0.027972027972027972	Neutrophil extracellular trap formation - Homo sapiens (human)	EPN	FOLH1
path:hsa04614	0.15084915084915085	Renin-angiotensin system - Homo sapiens (human)	EPN	FOLH1
path:hsa04620	0.015984015984015984	Toll-like receptor signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04621	0.013986013986013986	NOD-like receptor signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04622	0.12987012987012986	RIG-I-like receptor signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04623	0.022977022977022976	Cytosolic DNA-sensing pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04625	0.014985014985014986	C-type lectin receptor signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04630	0.005994005994005994	JAK-STAT signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04640	0.04195804195804196	Hematopoietic cell lineage - Homo sapiens (human)	EPN	FOLH1
path:hsa04650	0.23776223776223776	Natural killer cell mediated cytotoxicity - Homo sapiens (human)	EPN	FOLH1
path:hsa04657	0.14885114885114886	IL-17 signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04658	0.04895104895104895	Th1 and Th2 cell differentiation - Homo sapiens (human)	EPN	FOLH1
path:hsa04659	0.00999000999000999	Th17 cell differentiation - Homo sapiens (human)	EPN	FOLH1
path:hsa04660	0.02097902097902098	T cell receptor signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04662	0.003996003996003996	B cell receptor signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04664	0.08391608391608392	Fc epsilon RI signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04666	0.016983016983016984	Fc gamma R-mediated phagocytosis - Homo sapiens (human)	EPN	FOLH1
path:hsa04668	0.14485514485514486	TNF signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04670	0.003996003996003996	Leukocyte transendothelial migration - Homo sapiens (human)	EPN	FOLH1
path:hsa04672	0.01998001998001998	Intestinal immune network for IgA production - Homo sapiens (human)	EPN	FOLH1
path:hsa04710	0.024975024975024976	Circadian rhythm - Homo sapiens (human)	EPN	FOLH1
path:hsa04713	0.027972027972027972	Circadian entrainment - Homo sapiens (human)	EPN	FOLH1
path:hsa04714	0.05094905094905095	Thermogenesis - Homo sapiens (human)	EPN	FOLH1
path:hsa04720	0.10789210789210789	Long-term potentiation - Homo sapiens (human)	EPN	FOLH1
path:hsa04721	0.0939060939060939	Synaptic vesicle cycle - Homo sapiens (human)	EPN	FOLH1
path:hsa04722	0.08691308691308691	Neurotrophin signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04723	0.03296703296703297	Retrograde endocannabinoid signaling - Homo sapiens (human)	EPN	FOLH1
path:hsa04724	0.06693306693306693	Glutamatergic synapse - Homo sapiens (human)	EPN	FOLH1
path:hsa04725	0.02097902097902098	Cholinergic synapse - Homo sapiens (human)	EPN	FOLH1
path:hsa04726	0.07292707292707293	Serotonergic synapse - Homo sapiens (human)	EPN	FOLH1
path:hsa04727	0.1008991008991009	GABAergic synapse - Homo sapiens (human)	EPN	FOLH1
path:hsa04728	0.011988011988011988	Dopaminergic synapse - Homo sapiens (human)	EPN	FOLH1
path:hsa04730	0.053946053946053944	Long-term depression - Homo sapiens (human)	EPN	FOLH1
path:hsa04740	0.17482517482517482	Olfactory transduction - Homo sapiens (human)	EPN	FOLH1
path:hsa04742	0.7292707292707292	Taste transduction - Homo sapiens (human)	EPN	FOLH1
path:hsa04744	0.08491508491508491	Phototransduction - Homo sapiens (human)	EPN	FOLH1
path:hsa04750	0.02197802197802198	Inflammatory mediator regulation of TRP channels - Homo sapiens (human)	EPN	FOLH1
path:hsa04810	0.002997002997002997	Regulation of actin cytoskeleton - Homo sapiens (human)	EPN	FOLH1
path:hsa04910	0.12787212787212787	Insulin signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04911	0.029970029970029972	Insulin secretion - Homo sapiens (human)	EPN	FOLH1
path:hsa04912	0.04995004995004995	GnRH signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04913	0.14485514485514486	Ovarian steroidogenesis - Homo sapiens (human)	EPN	FOLH1
path:hsa04914	0.37462537462537465	Progesterone-mediated oocyte maturation - Homo sapiens (human)	EPN	FOLH1
path:hsa04915	0.05194805194805195	Estrogen signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04916	0.01898101898101898	Melanogenesis - Homo sapiens (human)	EPN	FOLH1
path:hsa04917	0.27372627372627373	Prolactin signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04918	0.15384615384615385	Thyroid hormone synthesis - Homo sapiens (human)	EPN	FOLH1
path:hsa04919	0.26373626373626374	Thyroid hormone signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04920	0.14585414585414586	Adipocytokine signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04921	0.03396603396603397	Oxytocin signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04922	0.16783216783216784	Glucagon signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04923	0.1918081918081918	Regulation of lipolysis in adipocytes - Homo sapiens (human)	EPN	FOLH1
path:hsa04924	0.14185814185814186	Renin secretion - Homo sapiens (human)	EPN	FOLH1
path:hsa04925	0.060939060939060936	Aldosterone synthesis and secretion - Homo sapiens (human)	EPN	FOLH1
path:hsa04926	0.015984015984015984	Relaxin signaling pathway - Homo sapiens (human)	EPN	FOLH1
path:hsa04927	0.09090909090909091	Cortisol synthesis and secretion - Homo sapiens (human)	EPN	FOLH1
path:hsa04928	0.08391608391608392	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)	EPN	FOLH1
path:hsa04929	0.07792207792207792	GnRH secretion - Homo sapiens (human)	EPN	FOLH1
path:hsa04930	0.028971028971028972	Type II diabetes mellitus - Homo sapiens (human)	EPN	FOLH1
path:hsa04931	0.024975024975024976	Insulin resistance - Homo sapiens (human)	EPN	FOLH1
path:hsa04932	0.34165834165834164	Non-alcoholic fatty liver disease - Homo sapiens (human)	EPN	FOLH1
path:hsa04933	0.058941058941058944	AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)	EPN	FOLH1
path:hsa04934	0.054945054945054944	Cushing syndrome - Homo sapiens (human)	EPN	FOLH1
path:hsa04935	0.07192807192807193	Growth hormone synthesis, secretion and action - Homo sapiens (human)	EPN	FOLH1
path:hsa04936	0.04595404595404595	Alcoholic liver disease - Homo sapiens (human)	EPN	FOLH1
path:hsa04940	0.00999000999000999	Type I diabetes mellitus - Homo sapiens (human)	EPN	FOLH1
path:hsa04950	0.8331668331668332	Maturity onset diabetes of the young - Homo sapiens (human)	EPN	FOLH1
path:hsa04960	0.056943056943056944	Aldosterone-regulated sodium reabsorption - Homo sapiens (human)	EPN	FOLH1
path:hsa04961	0.26073926073926074	Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)	EPN	FOLH1
path:hsa04962	0.022977022977022976	Vasopressin-regulated water reabsorption - Homo sapiens (human)	EPN	FOLH1
path:hsa04964	0.5314685314685315	Proximal tubule bicarbonate reclamation - Homo sapiens (human)	EPN	FOLH1
path:hsa04966	0.35364635364635366	Collecting duct acid secretion - Homo sapiens (human)	EPN	FOLH1
path:hsa04970	0.2887112887112887	Salivary secretion - Homo sapiens (human)	EPN	FOLH1
path:hsa04971	0.08291708291708291	Gastric acid secretion - Homo sapiens (human)	EPN	FOLH1
path:hsa04972	0.11188811188811189	Pancreatic secretion - Homo sapiens (human)	EPN	FOLH1
path:hsa04973	0.15884115884115885	Carbohydrate digestion and absorption - Homo sapiens (human)	EPN	FOLH1
path:hsa04974	0.1068931068931069	Protein digestion and absorption - Homo sapiens (human)	EPN	FOLH1
path:hsa04975	0.013986013986013986	Fat digestion and absorption - Homo sapiens (human)	EPN	FOLH1
path:hsa04976	0.08191808191808192	Bile secretion - Homo sapiens (human)	EPN	FOLH1
path:hsa04977	0.1968031968031968	Vitamin digestion and absorption - Homo sapiens (human)	EPN	FOLH1
path:hsa04978	0.012987012987012988	Mineral absorption - Homo sapiens (human)	EPN	FOLH1
path:hsa04979	0.13786213786213786	Cholesterol metabolism - Homo sapiens (human)	EPN	FOLH1
path:hsa05010	0.03996003996003996	Alzheimer disease - Homo sapiens (human)	EPN	FOLH1
path:hsa05012	0.04195804195804196	Parkinson disease - Homo sapiens (human)	EPN	FOLH1
path:hsa05014	0.0969030969030969	Amyotrophic lateral sclerosis - Homo sapiens (human)	EPN	FOLH1
path:hsa05016	0.07492507492507493	Huntington disease - Homo sapiens (human)	EPN	FOLH1
path:hsa05017	0.0979020979020979	Spinocerebellar ataxia - Homo sapiens (human)	EPN	FOLH1
path:hsa05020	0.11288711288711288	Prion disease - Homo sapiens (human)	EPN	FOLH1
path:hsa05022	0.04195804195804196	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)	EPN	FOLH1
path:hsa05030	0.016983016983016984	Cocaine addiction - Homo sapiens (human)	EPN	FOLH1
path:hsa05031	0.026973026973026972	Amphetamine addiction - Homo sapiens (human)	EPN	FOLH1
path:hsa05032	0.004995004995004995	Morphine addiction - Homo sapiens (human)	EPN	FOLH1
path:hsa05033	0.5214785214785215	Nicotine addiction - Homo sapiens (human)	EPN	FOLH1
path:hsa05034	0.022977022977022976	Alcoholism - Homo sapiens (human)	EPN	FOLH1
path:hsa05100	0.002997002997002997	Bacterial invasion of epithelial cells - Homo sapiens (human)	EPN	FOLH1
path:hsa05110	0.03296703296703297	Vibrio cholerae infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05120	0.057942057942057944	Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05130	0.004995004995004995	Pathogenic Escherichia coli infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05131	0.001998001998001998	Shigellosis - Homo sapiens (human)	EPN	FOLH1
path:hsa05132	0.001998001998001998	Salmonella infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05133	0.052947052947052944	Pertussis - Homo sapiens (human)	EPN	FOLH1
path:hsa05134	0.11588411588411589	Legionellosis - Homo sapiens (human)	EPN	FOLH1
path:hsa05135	0.003996003996003996	Yersinia infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05140	0.003996003996003996	Leishmaniasis - Homo sapiens (human)	EPN	FOLH1
path:hsa05142	0.006993006993006993	Chagas disease - Homo sapiens (human)	EPN	FOLH1
path:hsa05143	0.7972027972027972	African trypanosomiasis - Homo sapiens (human)	EPN	FOLH1
path:hsa05144	0.33166833166833165	Malaria - Homo sapiens (human)	EPN	FOLH1
path:hsa05145	0.03496503496503497	Toxoplasmosis - Homo sapiens (human)	EPN	FOLH1
path:hsa05146	0.36063936063936064	Amoebiasis - Homo sapiens (human)	EPN	FOLH1
path:hsa05150	0.30569430569430567	Staphylococcus aureus infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05152	0.006993006993006993	Tuberculosis - Homo sapiens (human)	EPN	FOLH1
path:hsa05160	0.07792207792207792	Hepatitis C - Homo sapiens (human)	EPN	FOLH1
path:hsa05161	0.08891108891108891	Hepatitis B - Homo sapiens (human)	EPN	FOLH1
path:hsa05162	0.00999000999000999	Measles - Homo sapiens (human)	EPN	FOLH1
path:hsa05163	9.99000999000999e-4	Human cytomegalovirus infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05164	0.007992007992007992	Influenza A - Homo sapiens (human)	EPN	FOLH1
path:hsa05165	0.024975024975024976	Human papillomavirus infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05166	0.01098901098901099	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05167	0.006993006993006993	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05168	0.02197802197802198	Herpes simplex virus 1 infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05169	0.004995004995004995	Epstein-Barr virus infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05170	0.00999000999000999	Human immunodeficiency virus 1 infection - Homo sapiens (human)	EPN	FOLH1
path:hsa05171	0.030969030969030968	Coronavirus disease - COVID-19 - Homo sapiens (human)	EPN	FOLH1
path:hsa05202	0.11588411588411589	Transcriptional misregulation in cancer - Homo sapiens (human)	EPN	FOLH1
path:hsa05203	0.015984015984015984	Viral carcinogenesis - Homo sapiens (human)	EPN	FOLH1
path:hsa05204	0.35764235764235763	Chemical carcinogenesis - DNA adducts - Homo sapiens (human)	EPN	FOLH1
path:hsa05205	0.002997002997002997	Proteoglycans in cancer - Homo sapiens (human)	EPN	FOLH1
path:hsa05206	0.026973026973026972	MicroRNAs in cancer - Homo sapiens (human)	EPN	FOLH1
