GOID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	Ontology	gene_set_size	universe_size	LogOddsRatioSE	change_dir	cancer_group	gene_parsed_by	percentile
GO:0061564	0.00959862565907251	1.985243289618826	9.078636184469849	17	415	axon development	BP	222	10148	0.2575249402031615	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0006811	0.00980176361620513	1.5969094790006917	24.260741032715806	36	1109	ion transport	BP	222	10148	0.18492983635178975	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:1903078	0.01006845622732058	5.185321100917431	0.8531730390224674	4	39	positive regulation of protein localization to plasma membrane	BP	222	10148	0.5322214638162025	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0098656	0.01022341196109906	2.4974364232977853	4.243988963342531	10	194	anion transmembrane transport	BP	222	10148	0.3320457981477907	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0099537	0.01063925489372875	1.8548117237171031	11.441269215608989	20	523	trans-synaptic signaling	BP	222	10148	0.2388403021589402	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021879	0.01099954911027649	5.040774719673802	0.8750492707922743	4	40	forebrain neuron differentiation	BP	222	10148	0.5314753484176485	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:1905515	0.01099954911027649	5.040774719673802	0.8750492707922743	4	40	non-motile cilium assembly	BP	222	10148	0.5314753484176485	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0090596	0.01149005339342924	2.5955354770130215	3.675206937327552	9	168	sensory organ morphogenesis	BP	222	10148	0.3495677910678738	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0007283	0.01151809649456497	2.239213418160787	5.665944028379976	12	259	spermatogenesis	BP	222	10148	0.30372213872139997	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0099536	0.01195247805800323	1.831780427551596	11.572526606227829	20	529	synaptic signaling	BP	222	10148	0.2387913786614565	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021561	0.01222957062696543	15.030303030303031	0.17500985415845488	2	8	facial nerve development	BP	222	10148	0.8193368828898978	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021604	0.01222957062696543	15.030303030303031	0.17500985415845488	2	8	cranial nerve structural organization	BP	222	10148	0.8193368828898978	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021610	0.01222957062696543	15.030303030303031	0.17500985415845488	2	8	facial nerve morphogenesis	BP	222	10148	0.8193368828898978	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0043117	0.01222957062696543	15.030303030303031	0.17500985415845488	2	8	positive regulation of vascular permeability	BP	222	10148	0.8193368828898978	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0048570	0.01222957062696543	15.030303030303031	0.17500985415845488	2	8	notochord morphogenesis	BP	222	10148	0.8193368828898978	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0060272	0.01222957062696543	15.030303030303031	0.17500985415845488	2	8	embryonic skeletal joint morphogenesis	BP	222	10148	0.8193368828898978	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0086016	0.01222957062696543	15.030303030303031	0.17500985415845488	2	8	AV node cell action potential	BP	222	10148	0.8193368828898978	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0086027	0.01222957062696543	15.030303030303031	0.17500985415845488	2	8	AV node cell to bundle of His cell signaling	BP	222	10148	0.8193368828898978	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0048667	0.01238649569251068	1.8887929889788873	10.084942845880962	18	461	cell morphogenesis involved in neuron differentiation	BP	222	10148	0.250639790424844	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0051650	0.01247983070087836	2.41708043694141	4.375246353961372	10	200	establishment of vesicle localization	BP	222	10148	0.33178735752388033	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0009314	0.01287537100847052	2.127184498965014	6.453488372093023	13	295	response to radiation	BP	222	10148	0.2921601557766275	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0061337	0.01302151543410704	2.9597760551248924	2.515766653527789	7	115	cardiac conduction	BP	222	10148	0.3960674420412917	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021884	0.01324387586063312	6.784931506849315	0.5031533307055578	3	23	forebrain neuron development	BP	222	10148	0.622896855264852	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:1903076	0.01366039112511614	3.78878648233487	1.4219550650374455	5	65	regulation of protein localization to plasma membrane	BP	222	10148	0.4705064503249882	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0120036	0.01433677647501269	1.5497921667349688	24.895151754040207	36	1138	plasma membrane bounded cell projection organization	BP	222	10148	0.18486451841644588	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0060291	0.01452449759828989	3.7262974994334064	1.4438312968072526	5	66	long-term synaptic potentiation	BP	222	10148	0.47021602059928885	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0048232	0.01476611351369622	2.158482142857143	5.862830114308238	12	268	male gamete generation	BP	222	10148	0.3034878921993055	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021510	0.01542455436445042	3.665824290173926	1.4657075285770595	5	67	spinal cord development	BP	222	10148	0.46993478902923747	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0048712	0.01549885783096787	12.88181818181818	0.19688608592826173	2	9	negative regulation of astrocyte differentiation	BP	222	10148	0.8046759683358112	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0071679	0.01549885783096787	12.88181818181818	0.19688608592826173	2	9	commissural neuron axon guidance	BP	222	10148	0.8046759683358112	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0072498	0.01549885783096787	12.88181818181818	0.19688608592826173	2	9	embryonic skeletal joint development	BP	222	10148	0.8046759683358112	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0086067	0.01549885783096787	12.88181818181818	0.19688608592826173	2	9	AV node cell to bundle of His cell communication	BP	222	10148	0.8046759683358112	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0086002	0.0164818950133922	4.423808458268069	0.9844304296413088	4	45	cardiac muscle cell action potential involved in contraction	BP	222	10148	0.5282788688227068	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:1904377	0.0164818950133922	4.423808458268069	0.9844304296413088	4	45	positive regulation of protein localization to cell periphery	BP	222	10148	0.5282788688227068	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0008045	0.01665933615205339	6.166874221668742	0.5469057942451715	3	25	motor neuron axon guidance	BP	222	10148	0.6192374812128801	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0030837	0.01775027349087011	4.318042813455658	1.0063066614111156	4	46	negative regulation of actin filament polymerization	BP	222	10148	0.5277289582605337	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0035637	0.01779436671416626	2.5574799032742956	3.303310997240835	8	151	multicellular organismal signaling	BP	222	10148	0.36982174398318657	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0006820	0.01798168907022769	1.879059681632251	8.969255025620813	16	410	anion transport	BP	222	10148	0.2645701226057469	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0048167	0.01844170283906094	2.539460020768432	3.3251872290106426	8	152	regulation of synaptic plasticity	BP	222	10148	0.3697560955871018	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0034765	0.0184936186353344	1.963379705400982	7.503547497043752	14	343	regulation of ion transmembrane transport	BP	222	10148	0.28174452371430575	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0030001	0.01849669771046062	1.721305444607946	12.88510051241624	21	589	metal ion transport	BP	222	10148	0.23337008338196172	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0015701	0.01853453763891987	5.89815366289458	0.5687820260149783	3	26	bicarbonate transport	BP	222	10148	0.6176396876413641	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0007610	0.01873435956188855	1.8691772089830343	9.013007489160426	16	412	behavior	BP	222	10148	0.26454593788532277	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0051179	0.01888571315969353	1.338654705465352	93.32400472999606	109	4266	localization	BP	222	10148	0.1357857422944445	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0050804	0.01891463184943124	1.9572261072261072	7.52542372881356	14	344	modulation of chemical synaptic transmission	BP	222	10148	0.28172819676791894	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0048639	0.01900422477788429	2.729596501689525	2.7126527394560505	7	124	positive regulation of developmental growth	BP	222	10148	0.3951673840111351	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0030030	0.0190465608434281	1.5141505376344089	25.39830508474576	36	1161	cell projection organization	BP	222	10148	0.18481513521508092	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0007567	0.01909700037446947	11.270454545454545	0.2187623176980686	2	10	parturition	BP	222	10148	0.7935025402133551	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0030949	0.01909700037446947	11.270454545454545	0.2187623176980686	2	10	positive regulation of vascular endothelial growth factor receptor signaling pathway	BP	222	10148	0.7935025402133551	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0098703	0.01909700037446947	11.270454545454545	0.2187623176980686	2	10	calcium ion import across plasma membrane	BP	222	10148	0.7935025402133551	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:1902656	0.01909700037446947	11.270454545454545	0.2187623176980686	2	10	calcium ion import into cytosol	BP	222	10148	0.7935025402133551	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:1902855	0.01909700037446947	11.270454545454545	0.2187623176980686	2	10	regulation of non-motile cilium assembly	BP	222	10148	0.7935025402133551	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0099177	0.01934289737150386	1.9511096909133163	7.547299960583366	14	345	regulation of trans-synaptic signaling	BP	222	10148	0.28171196765655543	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0051648	0.0197524329175116	2.23676944316613	4.703389830508475	10	215	vesicle localization	BP	222	10148	0.3312067330047178	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0120035	0.0198958093046204	1.757070241202677	11.397516752069372	19	521	regulation of plasma membrane bounded cell projection organization	BP	222	10148	0.2442454324006735	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0055085	0.02032944337936762	1.5409320848132602	22.09499408750493	32	1010	transmembrane transport	BP	222	10148	0.19402940395576196	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021872	0.02046536311535225	4.1209341117598	1.0500591249507292	4	48	forebrain generation of neurons	BP	222	10148	0.5267025942416086	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0048483	0.02052205298682298	5.651826484018265	0.5906582577847852	3	27	autonomic nervous system development	BP	222	10148	0.6161714045172113	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0031344	0.02173320131807726	1.73881909425676	11.506897910918408	19	526	regulation of cell projection organization	BP	222	10148	0.24420532814125775	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0000270	0.02187623176980691	Inf	0.02187623176980686	1	1	peptidoglycan metabolic process	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0000415	0.02187623176980691	Inf	0.02187623176980686	1	1	negative regulation of histone H3-K36 methylation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0000711	0.02187623176980691	Inf	0.02187623176980686	1	1	meiotic DNA repair synthesis	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0001572	0.02187623176980691	Inf	0.02187623176980686	1	1	lactosylceramide biosynthetic process	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0002038	0.02187623176980691	Inf	0.02187623176980686	1	1	positive regulation of L-glutamate import across plasma membrane	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0002728	0.02187623176980691	Inf	0.02187623176980686	1	1	negative regulation of natural killer cell cytokine production	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0003245	0.02187623176980691	Inf	0.02187623176980686	1	1	cardiac muscle tissue growth involved in heart morphogenesis	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0006463	0.02187623176980691	Inf	0.02187623176980686	1	1	steroid hormone receptor complex assembly	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0007468	0.02187623176980691	Inf	0.02187623176980686	1	1	regulation of rhodopsin gene expression	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0009253	0.02187623176980691	Inf	0.02187623176980686	1	1	peptidoglycan catabolic process	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0010045	0.02187623176980691	Inf	0.02187623176980686	1	1	response to nickel cation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0010585	0.02187623176980691	Inf	0.02187623176980686	1	1	glutamine secretion	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0014886	0.02187623176980691	Inf	0.02187623176980686	1	1	transition between slow and fast fiber	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0015722	0.02187623176980691	Inf	0.02187623176980686	1	1	canalicular bile acid transport	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0019242	0.02187623176980691	Inf	0.02187623176980686	1	1	methylglyoxal biosynthetic process	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021784	0.02187623176980691	Inf	0.02187623176980686	1	1	postganglionic parasympathetic fiber development	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021793	0.02187623176980691	Inf	0.02187623176980686	1	1	chemorepulsion of branchiomotor axon	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021813	0.02187623176980691	Inf	0.02187623176980686	1	1	cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0021852	0.02187623176980691	Inf	0.02187623176980686	1	1	pyramidal neuron migration	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0031509	0.02187623176980691	Inf	0.02187623176980686	1	1	telomeric heterochromatin assembly	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0033514	0.02187623176980691	Inf	0.02187623176980686	1	1	L-lysine catabolic process to acetyl-CoA via L-pipecolate	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0034224	0.02187623176980691	Inf	0.02187623176980686	1	1	cellular response to zinc ion starvation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0034640	0.02187623176980691	Inf	0.02187623176980686	1	1	establishment of mitochondrion localization by microtubule attachment	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0035720	0.02187623176980691	Inf	0.02187623176980686	1	1	intraciliary anterograde transport	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0036153	0.02187623176980691	Inf	0.02187623176980686	1	1	triglyceride acyl-chain remodeling	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0038041	0.02187623176980691	Inf	0.02187623176980686	1	1	cross-receptor inhibition within G protein-coupled receptor heterodimer	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0043321	0.02187623176980691	Inf	0.02187623176980686	1	1	regulation of natural killer cell degranulation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0043322	0.02187623176980691	Inf	0.02187623176980686	1	1	negative regulation of natural killer cell degranulation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0043323	0.02187623176980691	Inf	0.02187623176980686	1	1	positive regulation of natural killer cell degranulation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0045872	0.02187623176980691	Inf	0.02187623176980686	1	1	positive regulation of rhodopsin gene expression	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0046534	0.02187623176980691	Inf	0.02187623176980686	1	1	positive regulation of photoreceptor cell differentiation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0048320	0.02187623176980691	Inf	0.02187623176980686	1	1	axial mesoderm formation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0051878	0.02187623176980691	Inf	0.02187623176980686	1	1	lateral element assembly	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0055107	0.02187623176980691	Inf	0.02187623176980686	1	1	Golgi to secretory granule transport	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0060034	0.02187623176980691	Inf	0.02187623176980686	1	1	notochord cell differentiation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0060035	0.02187623176980691	Inf	0.02187623176980686	1	1	notochord cell development	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0060302	0.02187623176980691	Inf	0.02187623176980686	1	1	negative regulation of cytokine activity	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0060825	0.02187623176980691	Inf	0.02187623176980686	1	1	fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0061485	0.02187623176980691	Inf	0.02187623176980686	1	1	memory T cell proliferation	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0071454	0.02187623176980691	Inf	0.02187623176980686	1	1	cellular response to anoxia	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0090230	0.02187623176980691	Inf	0.02187623176980686	1	1	regulation of centromere complex assembly	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
GO:0099098	0.02187623176980691	Inf	0.02187623176980686	1	1	microtubule polymerization based movement	BP	222	10148	Inf	loss_of_correlation_genes	Medullo	SLC1A5	15
